"DATE_","ID","TSECS","SPECIES","LATITUDE","LONGITUDE","CONTBEH","DIST2COL","Observed_2State","Observed_3State","Observed_StateTw"
"2010-06-23",12,27495,"Common tern",55.3204,-1.51485,"TS",2119.46879,"Travelling","Transit search","Foraging"
"2010-06-23",12,27496,"Common tern",55.32038,-1.51468,"TS",2128.01126,"Travelling","Transit search","Foraging"
"2010-06-23",12,27497,"Common tern",55.32036,-1.51457,"TS",2134.59227,"Travelling","Transit search","Foraging"
"2010-06-23",12,27498,"Common tern",55.32034,-1.51446,"TS",2141.17897,"Travelling","Transit search","Foraging"
"2010-06-23",12,27499,"Common tern",55.32031,-1.51435,"TS",2147.77128,"Travelling","Transit search","Foraging"
"2010-06-23",12,27500,"Common tern",55.32029,-1.51424,"TS",2154.36915,"Travelling","Transit search","Foraging"
"2010-06-23",12,27501,"Common tern",55.32027,-1.51413,"TS",2160.97255,"Travelling","Transit search","Foraging"
"2010-06-23",12,27502,"Common tern",55.32022,-1.51403,"TS",2169.35507,"Travelling","Transit search","Foraging"
"2010-06-23",12,27503,"Common tern",55.32017,-1.51393,"TS",2177.73804,"Travelling","Transit search","Foraging"
"2010-06-23",12,27504,"Common tern",55.32012,-1.51383,"TS",2186.12144,"Travelling","Transit search","Foraging"
"2010-06-23",12,27505,"Common tern",55.32007,-1.51373,"TS",2194.50527,"Travelling","Transit search","Foraging"
"2010-06-23",12,27506,"Common tern",55.32002,-1.51363,"TS",2202.88954,"Travelling","Transit search","Foraging"
"2010-06-23",12,27507,"Common tern",55.31995,-1.51354,"TS",2212.50514,"Travelling","Transit search","Foraging"
"2010-06-23",12,27508,"Common tern",55.31988,-1.51344,"TS",2222.12085,"Travelling","Transit search","Foraging"
"2010-06-23",12,27509,"Common tern",55.31982,-1.51334,"TS",2231.73665,"Travelling","Transit search","Foraging"
"2010-06-23",12,27510,"Common tern",55.31975,-1.51325,"TS",2241.35254,"Travelling","Transit search","Foraging"
"2010-06-23",12,27511,"Common tern",55.31968,-1.51315,"TS",2250.96852,"Travelling","Transit search","Foraging"
"2010-06-23",12,27512,"Common tern",55.31964,-1.51304,"TS",2259.22912,"Travelling","Transit search","Foraging"
"2010-06-23",12,27513,"Common tern",55.3196,-1.51293,"TS",2267.49137,"Travelling","Transit search","Foraging"
"2010-06-23",12,27514,"Common tern",55.31955,-1.51282,"TS",2275.75525,"Travelling","Transit search","Foraging"
"2010-06-23",12,27515,"Common tern",55.31951,-1.51271,"TS",2284.02073,"Travelling","Transit search","Foraging"
"2010-06-23",12,27516,"Common tern",55.31947,-1.5126,"TS",2292.28781,"Travelling","Transit search","Foraging"
"2010-06-23",12,27517,"Common tern",55.31946,-1.51246,"TS",2298.97842,"Travelling","Transit search","Foraging"
"2010-06-23",12,27518,"Common tern",55.31945,-1.51231,"TS",2305.68572,"Travelling","Transit search","Foraging"
"2010-06-23",12,27519,"Common tern",55.31945,-1.51217,"TS",2312.40957,"Travelling","Transit search","Foraging"
"2010-06-23",12,27520,"Common tern",55.31944,-1.51203,"TS",2319.14981,"Travelling","Transit search","Foraging"
"2010-06-23",12,27521,"Common tern",55.31943,-1.51188,"TS",2325.90631,"Travelling","Transit search","Foraging"
"2010-06-23",12,27522,"Common tern",55.31945,-1.51172,"TS",2331.2478,"Travelling","Transit search","Foraging"
"2010-06-23",12,27523,"Common tern",55.31947,-1.51156,"TS",2336.62328,"Travelling","Transit search","Foraging"
"2010-06-23",12,27524,"Common tern",55.31949,-1.5114,"TS",2342.03253,"Travelling","Transit search","Foraging"
"2010-06-23",12,27525,"Common tern",55.31951,-1.51124,"TS",2347.47531,"Travelling","Transit search","Foraging"
"2010-06-23",12,27526,"Common tern",55.31953,-1.51108,"TS",2352.95139,"Travelling","Transit search","Foraging"
"2010-06-23",12,27527,"Common tern",55.31955,-1.51092,"TS",2358.60874,"Travelling","Transit search","Foraging"
"2010-06-23",12,27528,"Common tern",55.31957,-1.51076,"TS",2364.30006,"Travelling","Transit search","Foraging"
"2010-06-23",12,27529,"Common tern",55.31959,-1.51059,"TS",2370.0251,"Travelling","Transit search","Foraging"
"2010-06-23",12,27530,"Common tern",55.31961,-1.51043,"TS",2375.78361,"Travelling","Transit search","Foraging"
"2010-06-23",12,27531,"Common tern",55.31963,-1.51027,"TS",2381.57536,"Travelling","Transit search","Foraging"
"2010-06-23",12,27532,"Common tern",55.31962,-1.5101,"TS",2390.04048,"Travelling","Transit search","Foraging"
"2010-06-23",12,27533,"Common tern",55.31961,-1.50993,"TS",2398.52475,"Travelling","Transit search","Foraging"
