"DATE","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST2COL_km"
"2010-06-26",1,"Arctic",30540,56.19224,-2.54337,"AS","Foraging",0.00349,0.91767
"2010-06-26",1,"Arctic",30541,56.19221,-2.54338,"AS","Foraging",0.00349,0.91463
"2010-06-26",1,"Arctic",30542,56.19218,-2.5434,"AS","Foraging",0.00349,0.9116
"2010-06-26",1,"Arctic",30543,56.19215,-2.54342,"AS","Foraging",0.00349,0.90856
"2010-06-26",1,"Arctic",30544,56.19212,-2.54343,"AS","Foraging",0.00376,0.90553
"2010-06-26",1,"Arctic",30545,56.19208,-2.54342,"AS","Foraging",0.00376,0.90347
"2010-06-26",1,"Arctic",30546,56.19205,-2.54341,"AS","Foraging",0.00376,0.90142
"2010-06-26",1,"Arctic",30547,56.19202,-2.5434,"AS","Foraging",0.00376,0.89939
"2010-06-26",1,"Arctic",30548,56.19198,-2.54339,"AS","Foraging",0.00376,0.89736
"2010-06-26",1,"Arctic",30549,56.19195,-2.54338,"AS","Foraging",0.00385,0.89534
"2010-06-26",1,"Arctic",30550,56.19192,-2.54337,"AS","Foraging",0.00385,0.89365
"2010-06-26",1,"Arctic",30551,56.19188,-2.54335,"AS","Foraging",0.00385,0.89196
"2010-06-26",1,"Arctic",30552,56.19185,-2.54333,"AS","Foraging",0.00385,0.89029
"2010-06-26",1,"Arctic",30553,56.19182,-2.54332,"AS","Foraging",0.00385,0.88864
"2010-06-26",1,"Arctic",30554,56.19178,-2.5433,"AS","Foraging",0.00363,0.887
"2010-06-26",1,"Arctic",30555,56.19175,-2.54328,"AS","Foraging",0.00363,0.88592
"2010-06-26",1,"Arctic",30556,56.19172,-2.54325,"AS","Foraging",0.00363,0.88487
"2010-06-26",1,"Arctic",30557,56.19169,-2.54323,"AS","Foraging",0.00363,0.88382
"2010-06-26",1,"Arctic",30558,56.19166,-2.54321,"AS","Foraging",0.00363,0.88279
"2010-06-26",1,"Arctic",30559,56.19163,-2.54318,"AS","Foraging",0.00385,0.88177
"2010-06-26",1,"Arctic",30560,56.1916,-2.54317,"AS","Foraging",0.00385,0.88021
"2010-06-26",1,"Arctic",30561,56.19157,-2.54315,"AS","Foraging",0.00385,0.87867
"2010-06-26",1,"Arctic",30562,56.19153,-2.54313,"AS","Foraging",0.00385,0.87714
"2010-06-26",1,"Arctic",30563,56.1915,-2.54312,"AS","Foraging",0.00385,0.87562
"2010-06-26",1,"Arctic",30564,56.19147,-2.5431,"AS","Foraging",0.00339,0.87412
"2010-06-26",1,"Arctic",30565,56.19144,-2.54309,"AS","Foraging",0.00339,0.87254
"2010-06-26",1,"Arctic",30566,56.19141,-2.54308,"AS","Foraging",0.00339,0.87096
"2010-06-26",1,"Arctic",30567,56.19138,-2.54307,"AS","Foraging",0.00339,0.8694
"2010-06-26",1,"Arctic",30568,56.19135,-2.54306,"AS","Foraging",0.00339,0.86785
