"COLONY","DATE_","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST_COL_K","STAGE","COMPLETE"
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58055,54.73238,-5.59695,"DF","Travelling",0.01377,6.1068,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58056,54.7325,-5.597,"DF","Travelling",0.01377,6.11915,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58057,54.73262,-5.59706,"DF","Travelling",0.01377,6.13151,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58058,54.73274,-5.59711,"DF","Travelling",0.01377,6.14387,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58059,54.73286,-5.59716,"DF","Travelling",0.01377,6.15624,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58060,54.73298,-5.59722,"DF","Travelling",0.01199,6.16861,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58061,54.73309,-5.59727,"DF","Travelling",0.01199,6.17917,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58062,54.73319,-5.59732,"DF","Travelling",0.01199,6.18974,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58063,54.73329,-5.59738,"DF","Travelling",0.01199,6.20031,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58064,54.7334,-5.59743,"DF","Travelling",0.01199,6.21089,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58065,54.7335,-5.59748,"DF","Travelling",0.01116,6.22147,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58066,54.7336,-5.59753,"DF","Travelling",0.01116,6.23142,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58067,54.73369,-5.59758,"DF","Travelling",0.01116,6.24137,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58068,54.73379,-5.59762,"DF","Travelling",0.01116,6.25132,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58069,54.73389,-5.59767,"DF","Travelling",0.01116,6.26128,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58070,54.73398,-5.59772,"DF","Travelling",0.0111,6.27125,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58071,54.73408,-5.59776,"DF","Travelling",0.0111,6.28126,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58072,54.73418,-5.5978,"DF","Travelling",0.0111,6.29127,"Incubation",1
